Index,X...Class,Head,Neck_Label,PER,LOC,OBJ,TEM,NUM,Root_POS
1043,DESC,What,ROOT,1,0,0,0,0,VBD
1044,DESC,What,ROOT,0,1,0,0,0,VBZ
1045,DESC,What,ROOT,1,0,0,0,0,VBZ
1048,DESC,What,ROOT,0,0,0,0,0,VBZ
1049,DESC,Why,ROOT,0,1,0,0,0,VBZ
1052,DESC,What,ROOT,0,0,0,0,0,VBZ
1053,DESC,What,aux,1,0,0,0,0,VB
1054,DESC,Why,ROOT,0,0,0,0,0,VBP
1055,DESC,What,ROOT,0,0,0,0,0,VBP
1057,DESC,What,ROOT,0,0,1,0,0,VBZ
1059,DESC,What,ROOT,0,0,0,0,0,VBZ
1062,DESC,What,ROOT,0,0,0,0,0,VBZ
1066,DESC,What,ROOT,1,0,0,0,0,VBZ
1068,DESC,Why,ROOT,0,0,0,0,0,VBZ
1069,DESC,What,ROOT,0,0,0,0,0,VBZ
1074,DESC,What,ROOT,0,0,0,0,0,VBZ
1076,DESC,What,ROOT,0,0,0,0,0,VBZ
1083,DESC,What,ROOT,0,0,0,0,0,VBZ
1088,DESC,What,nc,0,0,0,0,0,NN
1089,DESC,What,ROOT,0,0,0,0,0,VBZ
1093,DESC,What,ROOT,1,0,0,1,0,VBD
1094,DESC,What,ROOT,0,0,0,0,0,VBZ
1095,DESC,How,auxpass,0,1,0,0,0,VBN
1096,DESC,How,aux,0,0,0,0,0,VB
1102,DESC,What,ROOT,0,1,0,0,0,VBP
1103,DESC,What,ROOT,0,0,0,0,0,VBD
1106,DESC,What,ROOT,1,0,0,0,0,VBZ
1107,DESC,How,auxpass,1,0,0,0,0,VBN
1108,DESC,What,aux,0,1,0,0,0,VB
1109,DESC,How,aux,0,0,0,0,0,VB
1110,DESC,What,aux,1,0,0,0,0,VB
1111,DESC,How,aux,0,0,0,0,0,VBP
1112,DESC,How,ROOT,0,1,1,0,0,VBZ
1114,DESC,What,ROOT,0,0,0,0,0,VBZ
1116,DESC,How,ROOT,0,0,0,1,0,VBD
1117,DESC,What,ROOT,0,0,0,0,0,VBZ
1118,DESC,What,ROOT,0,0,0,0,0,VBZ
1119,DESC,What,aux,0,0,0,0,0,VB
1120,DESC,What,ROOT,0,0,0,0,0,VBZ
1121,DESC,Why,aux,1,0,0,0,0,VB
1122,DESC,What,aux,0,0,0,0,0,VB
1124,DESC,What,ROOT,0,0,1,0,0,VBZ
1125,DESC,What,aux,0,0,0,0,0,VB
1129,DESC,What,ROOT,0,0,1,0,0,VBZ
1130,DESC,What,ROOT,0,0,0,0,0,VBZ
1137,DESC,How,aux,0,0,0,0,0,VB
1140,DESC,What,ROOT,0,1,0,0,0,VBD
1144,DESC,What,ROOT,0,0,0,0,0,VBZ
1146,DESC,What,aux,0,1,0,0,0,VBP
1148,DESC,How,ROOT,0,1,0,0,0,VBZ
1149,DESC,How,aux,0,1,0,0,0,VB
1150,DESC,What,ROOT,0,0,0,0,0,VBZ
1153,DESC,How,aux,0,0,0,0,0,VB
1155,DESC,Why,aux,0,0,0,0,1,VB
1156,DESC,What,np,1,0,0,0,0,VBP
1157,DESC,What,ROOT,0,0,0,0,0,VBZ
1161,DESC,What,aux,0,0,0,0,1,VBP
1162,DESC,What,ROOT,0,0,0,0,0,VBZ
1163,DESC,What,ROOT,0,0,0,0,0,VBP
1166,DESC,How,aux,0,0,0,0,0,VB
1168,ENTY,What,np,1,0,0,0,0,VBD
1170,ENTY,What,auxpass,0,0,0,0,0,VBN
1171,ENTY,What,np,0,1,0,0,0,NNS
1175,ENTY,What,ROOT,1,0,0,0,1,VBD
1176,ENTY,What,np,1,0,1,0,0,VBD
1181,ENTY,What,ROOT,0,1,0,0,0,VBZ
1182,ENTY,What,ROOT,0,0,0,0,1,VBD
1186,ENTY,What,ROOT,0,0,0,0,0,VBZ
1188,ENTY,What,ROOT,0,0,0,0,0,VBZ
1190,ENTY,Which,np,0,0,0,0,1,VBP
1192,ENTY,What,ROOT,1,0,0,0,0,VBZ
1194,ENTY,What,ROOT,0,1,0,0,0,VBP
1195,ENTY,What,ROOT,0,1,0,0,0,VBD
1196,ENTY,What,np,1,0,1,0,0,VBN
1197,ENTY,What,np,0,0,0,0,0,VBZ
1199,ENTY,What,np,0,0,0,0,0,VBP
1201,ENTY,What,np,0,0,0,0,0,VBZ
1203,ENTY,What,ROOT,0,0,0,0,0,VBZ
1204,ENTY,What,ROOT,0,1,0,0,0,VBP
1205,ENTY,What,ROOT,0,0,0,1,0,VBD
1207,ENTY,What,np,0,0,0,0,1,VB
1209,ENTY,What,np,0,0,0,0,0,VBN
1210,ENTY,What,np,0,0,0,0,1,VBZ
1211,ENTY,What,np,1,0,0,0,0,VBZ
1212,ENTY,What,ROOT,0,1,0,0,0,VBZ
1214,ENTY,What,np,0,0,0,0,0,VBP
1216,ENTY,What,ROOT,0,1,0,0,0,VBZ
1217,ENTY,What,np,0,0,0,0,0,VBZ
1220,ENTY,What,ROOT,1,0,0,0,0,VBZ
1221,ENTY,What,np,0,0,0,0,0,VBN
1225,ENTY,What,ROOT,0,0,0,0,0,VBZ
1226,ENTY,What,ROOT,0,0,0,1,0,VBP
1230,ENTY,What,np,1,0,0,0,0,VB
1233,ENTY,What,np,0,1,0,0,0,VBN
1234,ENTY,What,np,1,0,1,1,0,VBD
1235,ENTY,What,ROOT,0,1,0,0,0,VBZ
1237,ENTY,What,np,0,0,1,0,0,VB
1238,ENTY,What,ROOT,0,0,0,0,0,VBZ
1239,ENTY,What,np,1,1,0,0,0,VBN
1241,ENTY,What,np,1,0,0,0,0,VB
1243,ENTY,What,np,0,1,0,0,0,VBD
1244,ENTY,What,ROOT,0,0,0,0,0,VBZ
1245,ENTY,What,np,0,1,0,0,0,VBP
1248,ENTY,What,ROOT,0,0,0,0,0,VBP
1251,ENTY,What,ROOT,1,0,0,0,0,VBD
1254,ENTY,What,np,0,0,1,0,0,VBD
1255,ENTY,What,np,1,0,0,0,0,VBP
1258,ENTY,What,np,1,0,0,0,0,VBD
1262,ENTY,How,aux,1,0,0,0,0,VB
1263,ENTY,What,np,1,0,0,0,0,VBD
1265,ENTY,What,ROOT,0,0,0,0,1,VBD
1266,ENTY,What,ROOT,1,0,0,0,0,VBZ
1267,ENTY,What,aux,1,0,0,0,0,NN
1268,ENTY,What,ROOT,1,0,0,0,0,VBD
1282,ENTY,What,aux,0,0,0,0,0,VB
1283,ENTY,What,ROOT,0,0,0,0,0,VBD
1284,ENTY,What,ROOT,0,0,0,0,0,VBZ
1286,ENTY,What,np,0,0,0,0,0,VBZ
1288,ENTY,What,np,0,0,0,0,0,VBN
1289,ENTY,What,ROOT,0,0,1,0,0,VBZ
1291,ENTY,What,np,0,0,0,0,0,VBN
1293,ENTY,What,np,0,0,1,0,0,VBZ
1295,ENTY,What,aux,1,1,0,0,0,VB
1296,ENTY,What,ROOT,0,0,0,0,1,VBZ
1297,ENTY,What,np,0,0,0,0,1,VBP
1298,ENTY,What,ROOT,1,0,0,0,0,VBD
1299,ENTY,What,aux,0,0,0,0,0,VB
1300,ENTY,What,aux,0,0,0,0,0,VB
1302,ENTY,What,np,1,0,0,0,0,VBZ
1303,ENTY,How,aux,0,0,1,0,0,VB
1304,ENTY,What,ROOT,0,0,0,0,0,VBZ
1306,ENTY,What,np,0,1,0,0,0,VBZ
1307,ENTY,What,ROOT,0,0,0,0,0,VBZ
1308,ENTY,What,ROOT,0,0,0,0,0,VBZ
1311,ENTY,What,np,0,1,0,0,1,VB
1313,ENTY,What,np,0,0,0,0,0,VBZ
1315,ENTY,What,ROOT,0,0,0,0,0,VBP
1316,ENTY,What,np,0,0,0,0,0,VBZ
1320,ENTY,What,advmod,0,0,0,0,0,VB
1321,ENTY,What,ROOT,0,1,0,0,1,VBP
1328,ENTY,What,np,0,0,0,0,1,VBP
1329,ENTY,What,ROOT,0,0,0,0,0,VBZ
1332,ENTY,What,np,0,0,0,0,0,VBP
1333,ENTY,What,np,0,0,0,0,0,VBZ
1334,ENTY,What,ROOT,0,0,0,0,0,VBD
1337,ENTY,What,np,1,0,0,1,0,VBN
1338,ENTY,What,np,0,0,0,0,0,VBN
1339,ENTY,What,ROOT,0,0,0,0,0,VBP
1343,ENTY,What,ROOT,0,0,0,1,0,VBZ
1344,ENTY,What,ROOT,0,0,1,0,0,VBZ
1345,ENTY,What,np,0,0,0,0,0,VBZ
1349,ENTY,What,np,0,1,0,0,0,VBD
1350,ENTY,What,np,0,0,0,0,0,VBP
1354,ENTY,Which,np,1,0,0,0,0,VBZ
1355,ENTY,What,ROOT,0,0,0,0,0,VBZ
1357,ENTY,What,ROOT,0,0,0,1,0,VBD
1358,ENTY,What,np,0,0,0,0,0,VBZ
1360,ENTY,What,ROOT,0,0,0,0,0,VBP
1361,ENTY,What,np,0,0,0,0,0,VBP
1363,ENTY,What,np,0,1,0,0,0,VBZ
1364,ENTY,What,ROOT,0,0,0,0,0,VBZ
1366,ENTY,What,np,0,0,0,0,0,VBP
1367,ENTY,What,np,0,0,0,0,0,VB
1368,ENTY,What,ROOT,0,1,0,0,0,VBZ
1370,ENTY,What,aux,0,0,1,0,0,VB
1373,ENTY,What,ROOT,0,0,0,0,0,VBZ
1374,ENTY,What,np,1,0,0,0,1,VBD
1377,ENTY,What,np,1,0,0,0,1,VBN
1380,ENTY,What,ROOT,1,0,0,0,0,VBZ
1382,ENTY,What,amod,1,0,0,0,0,VBD
1383,ENTY,What,np,1,0,0,1,0,IN
1384,ENTY,What,ROOT,0,1,0,0,0,VBP
1385,ENTY,What,np,0,1,0,0,0,VBD
1388,ENTY,What,np,0,0,1,0,0,VBZ
1389,ENTY,What,np,0,1,0,0,1,VBD
1390,ENTY,What,ROOT,0,1,0,0,0,VBZ
1391,ENTY,What,np,1,0,0,0,0,VBZ
1392,ENTY,What,np,0,0,0,0,0,VB
1393,ENTY,What,np,1,1,0,0,0,VBZ
1397,ENTY,What,aux,1,0,0,0,0,NN
1401,ENTY,What,ROOT,1,0,0,0,0,VBZ
1404,ENTY,What,ROOT,1,0,0,0,0,VBD
1409,ENTY,What,np,1,0,0,0,0,VBD
1415,ENTY,What,ROOT,1,0,0,0,1,VBZ
1417,ENTY,What,ROOT,1,0,0,0,1,VBZ
1419,ENTY,What,np,0,0,0,0,0,VBN
1420,ENTY,What,aux,0,1,0,0,0,VB
1423,ENTY,What,ROOT,0,0,0,0,0,VBZ
1424,ENTY,What,np,1,0,0,0,0,VBZ
1428,ENTY,What,np,0,0,0,0,0,VBN
1429,ENTY,What,np,1,0,0,0,0,VB
1430,ENTY,What,ROOT,0,0,0,0,0,VBZ
1431,ENTY,What,ROOT,0,0,0,0,0,VBZ
1432,ENTY,What,ROOT,0,0,0,0,1,VBZ
1437,ENTY,What,ROOT,0,0,0,0,1,VBZ
1439,ENTY,What,ROOT,0,0,0,0,0,VBZ
1440,ENTY,What,ROOT,0,1,0,0,0,VBZ
1441,ENTY,What,np,0,0,0,0,1,VBD
1442,ENTY,What,np,0,0,0,1,0,VBN
1443,ENTY,What,np,0,0,0,0,0,VBZ
1445,ENTY,What,np,1,0,0,0,0,VBZ
1446,ENTY,What,aux,0,0,0,0,0,NN
1448,ENTY,What,np,1,0,0,0,0,VBD
1449,ENTY,What,np,0,0,0,0,0,VBZ
1450,ENTY,What,ROOT,0,0,0,0,0,VBZ
1451,ENTY,What,np,1,0,0,0,0,VBZ
1452,ENTY,What,aux,1,1,0,0,0,NN
1455,ENTY,What,np,1,0,0,0,0,VBD
1456,ENTY,What,np,0,0,0,0,0,VBZ
1460,ENTY,What,ROOT,0,0,0,1,0,VBP
1462,ENTY,What,np,1,0,0,0,0,VBD
1465,ENTY,What,np,0,1,0,0,0,VBD
1467,ENTY,What,np,0,0,0,0,0,VBN
1468,ENTY,What,ROOT,0,0,0,0,0,VBZ
1469,ENTY,What,np,0,1,0,1,0,VB
1472,ENTY,What,ROOT,0,1,0,0,0,VBD
1473,ENTY,What,np,1,0,0,0,0,VBD
1475,ENTY,What,np,1,1,0,0,0,VBN
1476,ENTY,What,ROOT,0,0,1,0,0,VBZ
1478,ENTY,What,ROOT,0,0,0,0,0,VBZ
1480,ENTY,What,ROOT,0,0,0,0,0,VBZ
1481,ENTY,What,np,1,0,0,0,0,VB
1484,ENTY,Which,np,0,1,0,0,0,VBZ
1485,ENTY,What,ROOT,0,0,0,0,0,VBP
1487,ENTY,What,np,0,0,0,0,0,VBZ
1488,ENTY,What,ROOT,0,0,0,0,0,VBD
1490,ENTY,What,np,1,0,0,0,0,VBD
1491,ENTY,What,ROOT,0,0,0,0,0,VBZ
1494,ENTY,What,ROOT,0,0,1,0,0,VBD
1499,ENTY,What,ROOT,0,0,0,0,1,VBZ
1501,ENTY,What,ROOT,0,1,0,0,1,VBZ
1503,ENTY,What,np,0,0,0,1,0,VBD
1505,ENTY,What,np,0,0,0,0,1,VBD
1508,ENTY,What,aux,0,0,0,0,0,VB
1509,ENTY,What,np,0,1,0,0,0,VBN
1511,ENTY,What,ROOT,0,0,0,0,0,VBZ
1512,ENTY,What,ROOT,0,1,0,0,0,VBD
1514,ENTY,Which,np,0,0,0,0,0,VBZ
1516,ENTY,What,np,1,0,0,0,0,VBD
1517,ENTY,What,np,1,0,0,0,0,VBD
1518,ENTY,What,aux,1,0,0,0,0,VB
1519,ENTY,What,ROOT,0,1,0,0,0,VBZ
1520,ENTY,What,np,1,0,0,0,0,VBZ
1523,ENTY,What,np,1,0,0,0,0,VBD
1524,ENTY,What,aux,1,0,0,1,0,VBP
1526,ENTY,What,np,0,0,0,0,0,VBN
1528,ENTY,Which,np,1,0,0,0,0,VBZ
1530,ENTY,What,np,0,1,0,0,0,VBD
1532,ENTY,What,ROOT,0,1,0,0,0,VBD
1534,ENTY,What,ROOT,1,0,0,0,1,VBD
1535,ENTY,What,np,1,0,0,1,0,VBD
1536,ENTY,What,ROOT,0,0,0,0,0,VBZ
1538,ENTY,What,np,0,0,1,0,0,NN
1540,ENTY,What,ROOT,1,1,0,1,0,VBD
1541,ENTY,What,np,0,0,0,0,0,NNS
1543,ENTY,What,np,1,0,1,0,0,VBN
1544,ENTY,What,amod,0,0,0,0,0,NNS
1546,ENTY,What,ROOT,0,0,0,0,0,VBP
1547,ENTY,What,ROOT,0,0,0,0,0,NNS
1550,ENTY,What,np,1,0,0,0,1,VBP
1552,ENTY,What,ROOT,0,0,0,0,0,VBZ
1553,ENTY,What,np,0,1,0,0,0,VBP
1559,ENTY,What,ROOT,1,1,0,0,0,VBZ
1560,ENTY,What,auxpass,0,0,0,0,0,VBN
1563,ENTY,What,ROOT,0,0,0,0,0,VBZ
1564,ENTY,What,ROOT,0,1,0,0,0,VBD
1568,ENTY,What,ROOT,0,0,0,0,0,VBP
1569,ENTY,What,aux,1,1,0,0,0,VB
1572,ENTY,What,ROOT,0,0,0,0,0,VBZ
1574,ENTY,What,np,0,1,0,0,0,VBP
1575,ENTY,What,auxpass,0,0,0,1,0,VBN
1577,ENTY,What,ROOT,0,1,0,0,0,VBD
1583,ENTY,What,ROOT,0,0,0,0,0,VBZ
1584,ENTY,What,ROOT,0,0,0,0,0,VBZ
1585,ENTY,What,auxpass,0,0,0,0,0,VBN
1586,ENTY,What,ROOT,1,1,0,1,0,VBD
1589,ENTY,What,ROOT,0,1,1,0,0,VBZ
1590,ENTY,What,ROOT,0,0,0,0,0,VBZ
1591,ENTY,What,np,0,1,0,0,1,VBD
1595,ENTY,What,np,0,0,0,0,0,VBP
1596,ENTY,What,ROOT,0,1,0,0,0,VBP
1598,ENTY,What,ROOT,0,0,0,0,0,VBZ
1599,ENTY,What,aux,0,0,0,0,0,VB
1601,ENTY,What,aux,0,0,0,0,0,VB
1604,ENTY,What,auxpass,0,0,1,0,0,VBN
1606,ENTY,What,ROOT,0,0,0,0,0,VBP
1607,ENTY,What,ROOT,0,0,0,0,1,VBZ
1608,ENTY,What,ROOT,0,0,0,0,0,VBZ
1609,ENTY,What,np,0,1,0,0,0,VB
1612,ENTY,What,np,0,0,0,0,0,VBZ
1616,ENTY,What,np,0,1,0,0,0,VBP
1617,ENTY,What,ROOT,0,0,0,0,0,VBZ
1618,ENTY,What,ROOT,0,0,0,0,0,VBZ
1619,ENTY,What,aux,0,1,0,0,0,VB
1622,ENTY,Which,np,0,0,0,0,0,VBZ
1625,ENTY,What,ROOT,0,0,0,0,0,VBZ
1626,ENTY,What,aux,1,0,1,0,0,VB
1627,ENTY,What,np,1,0,0,0,0,VBD
1629,ENTY,What,ROOT,1,0,0,0,0,VBD
1630,ENTY,What,np,0,0,1,0,0,VBN
1633,ENTY,What,np,0,0,0,0,0,VB
1634,ENTY,What,np,0,1,0,0,0,NNS
1635,ENTY,Which,np,0,0,0,0,0,VB
1637,ENTY,How,aux,1,0,0,0,0,NNP
1638,ENTY,What,ROOT,0,0,0,0,0,VBZ
1639,ENTY,What,np,1,1,0,0,0,VBZ
1640,ENTY,What,np,0,0,0,0,0,VBN
1643,ENTY,What,aux,0,1,0,0,0,VB
1646,ENTY,What,ROOT,0,1,0,0,1,VBD
1649,ENTY,What,np,0,0,0,0,0,VB
1650,ENTY,What,ROOT,1,0,0,1,0,VBZ
1653,ENTY,What,np,0,1,0,0,0,VBN
1655,ENTY,What,np,0,1,0,0,0,VBN
1656,ENTY,Which,ROOT,0,0,0,0,0,VBZ
1657,ENTY,What,ROOT,0,1,0,0,0,VBZ
1659,ENTY,What,np,0,0,0,0,1,VBZ
1662,ENTY,What,ROOT,0,0,0,0,0,VBZ
1663,ENTY,What,np,0,0,0,0,0,PRP
1664,ENTY,Which,np,1,0,0,0,1,VBD
1665,ENTY,What,ROOT,0,0,0,0,0,VBZ
1666,ENTY,What,ROOT,0,1,0,0,0,VBZ
1667,ENTY,Which,ROOT,0,0,0,0,0,VBZ
1671,ENTY,What,np,1,0,0,0,0,VBD
1672,ENTY,What,np,0,1,0,0,0,VBN
1673,ENTY,Which,np,0,1,0,0,0,NN
1675,ENTY,What,np,0,0,0,0,0,VBN
1676,ENTY,What,ROOT,0,1,0,1,0,VBD
1677,ENTY,What,aux,1,0,0,0,0,VB
1678,ENTY,What,aux,0,0,0,0,0,VB
1680,ENTY,What,aux,0,0,0,0,0,VB
1683,ENTY,What,np,0,0,0,0,0,VBZ
1687,ENTY,What,np,1,0,0,0,0,VBZ
1690,ENTY,What,np,0,1,0,1,0,VB
1695,ENTY,What,ROOT,0,0,0,0,0,VBZ
1696,ENTY,What,ROOT,1,0,0,0,0,VBZ
1700,ENTY,What,ROOT,0,0,0,0,0,VBZ
1705,ENTY,Which,ROOT,0,0,0,0,0,VBZ
1706,ENTY,What,np,0,1,0,0,0,VBP
1707,ENTY,What,ROOT,1,0,0,0,0,VBZ
1708,ENTY,What,ROOT,0,0,0,0,0,VBP
1711,ENTY,Which,np,0,0,0,0,0,VBN
1715,ENTY,What,np,0,0,0,0,1,VBP
1717,ENTY,What,ROOT,0,1,1,0,0,VBD
1718,ENTY,What,np,0,1,0,0,0,VBZ
1719,ENTY,What,np,0,0,0,0,0,VBP
1721,ENTY,What,np,0,0,0,0,0,VBZ
1722,ENTY,What,np,1,0,0,0,0,VBN
1723,ENTY,What,np,0,1,0,0,0,VBZ
1728,ENTY,What,auxpass,0,0,0,0,0,VBN
1729,ENTY,What,np,1,0,0,0,1,NNS
1731,ENTY,What,ROOT,0,0,0,0,0,VBZ
1733,ENTY,What,np,0,1,0,0,0,VBP
1735,ENTY,What,ROOT,0,0,0,0,0,VBZ
1736,ENTY,What,np,0,0,0,0,0,VBP
1740,ENTY,What,auxpass,0,0,0,0,1,VBN
1746,ENTY,What,np,1,0,0,0,0,NNS
1747,ENTY,What,np,0,0,0,0,1,VBP
1749,ENTY,What,ROOT,0,0,0,0,0,VBZ
1750,ENTY,What,aux,0,0,1,0,0,VB
1752,ENTY,What,ROOT,0,0,0,0,0,VBZ
1754,ENTY,What,np,1,0,0,0,0,VBZ
1755,ENTY,What,ROOT,0,0,0,0,0,VBZ
1757,ENTY,What,ROOT,0,0,0,0,1,VBP
1758,ENTY,What,np,0,0,0,0,0,VB
1760,ENTY,What,ROOT,1,0,0,0,0,VBZ
1761,ENTY,What,aux,0,1,0,0,0,VB
1763,ENTY,What,ROOT,0,0,0,0,0,VBZ
1764,ENTY,What,ROOT,0,0,1,0,1,VBD
1767,ENTY,What,np,1,0,0,0,1,VBN
1768,ENTY,What,np,1,0,0,0,0,VBD
1770,ENTY,What,np,1,0,0,0,0,VB
1771,ENTY,What,auxpass,0,1,0,1,0,VBN
1773,ENTY,What,np,0,0,0,0,0,VBZ
1775,ENTY,What,np,0,1,0,0,0,VBD
1777,ENTY,Which,auxpass,0,1,0,1,0,VBN
1779,ENTY,What,ROOT,0,0,0,0,1,VBP
1781,ENTY,What,ROOT,1,1,0,0,0,VBZ
1782,ENTY,What,amod,0,0,0,1,1,VBD
1783,ENTY,What,np,0,0,0,0,0,VBN
1784,ENTY,What,ROOT,0,0,0,0,0,VBP
1785,ENTY,What,ROOT,0,0,0,0,0,VBP
1786,ENTY,Which,np,0,1,0,1,0,VBD
1788,ENTY,What,ROOT,0,1,0,1,0,VBD
1794,ENTY,What,ROOT,0,0,0,0,0,VBZ
1795,ENTY,What,ROOT,0,0,1,0,1,VBZ
1796,ENTY,What,aux,0,1,0,0,0,VB
1797,ENTY,What,np,0,0,0,0,0,VBP
1800,ENTY,What,np,0,1,0,0,1,VB
1803,ENTY,What,ROOT,1,0,0,0,0,VBD
1804,ENTY,What,ROOT,0,0,0,0,0,VBZ
1805,ENTY,What,ROOT,1,0,0,0,0,VBZ
1806,ENTY,What,aux,0,0,0,0,0,NN
1811,ENTY,What,aux,1,0,0,0,0,VB
1812,ENTY,What,np,1,0,0,0,0,VBN
1813,ENTY,What,ROOT,0,0,0,0,0,VBZ
1814,ENTY,What,ROOT,0,0,0,0,0,VBZ
1816,ENTY,What,np,0,1,0,0,0,VBN
1817,ENTY,What,ROOT,0,0,0,0,1,VBZ
1818,ENTY,What,np,0,0,0,0,0,VBN
1819,ENTY,What,auxpass,0,0,0,0,0,VBN
1820,ENTY,What,ROOT,0,0,0,1,0,VBZ
1824,ENTY,What,np,0,0,0,0,0,VBN
1825,ENTY,What,np,0,1,0,0,1,VBD
1828,ENTY,Which,np,1,0,0,0,0,NN
1832,ENTY,What,ROOT,0,0,0,0,0,VBZ
1833,ENTY,Which,amod,0,0,0,0,1,NNS
1837,ENTY,What,np,0,0,0,0,0,VBZ
1839,ENTY,What,ROOT,1,0,1,0,0,VBD
1840,ENTY,What,aux,1,1,0,1,0,VBP
1847,ENTY,What,ROOT,0,1,0,1,0,VBD
1850,ENTY,What,aux,1,1,0,0,0,VB
1851,ENTY,What,ROOT,0,0,0,0,0,VBZ
1852,ENTY,What,ROOT,0,0,0,0,0,VBZ
1853,ENTY,What,aux,0,1,0,0,0,VB
1854,ENTY,What,aux,1,0,0,0,0,VB
1856,ENTY,What,nummod,0,1,0,0,1,VBD
1858,ENTY,What,ROOT,0,0,0,0,0,VBZ
1859,ENTY,What,ROOT,0,0,0,0,0,VBZ
1861,ENTY,What,ROOT,0,1,0,0,0,VBZ
1863,ENTY,What,np,0,0,0,0,1,VBN
1866,ENTY,What,np,0,0,0,0,1,MD
1867,ENTY,What,np,0,0,0,0,1,VBD
1869,ENTY,What,ROOT,1,0,0,0,0,VBD
1871,ENTY,What,ROOT,0,0,0,0,0,VBZ
1872,ENTY,What,aux,1,1,0,1,1,VB
1875,ENTY,What,ROOT,0,0,0,0,1,VBZ
1876,ENTY,What,np,1,0,0,0,0,VB
1879,ENTY,What,np,1,0,0,0,0,VB
1881,ENTY,What,np,0,1,0,1,0,VBD
1882,ENTY,What,aux,0,0,0,0,1,VB
1883,ENTY,What,np,1,0,0,0,1,VBZ
1884,ENTY,What,ROOT,0,0,0,0,0,VBP
1885,ENTY,What,np,0,1,0,0,0,VBZ
1886,ENTY,What,np,0,0,0,0,0,VBD
1887,ENTY,What,ROOT,0,0,0,0,0,VBZ
1888,ENTY,What,np,0,1,0,0,0,VBN
1890,ENTY,What,aux,0,0,0,0,1,VB
1895,ENTY,What,ROOT,0,0,0,0,0,VBZ
1896,ENTY,What,np,0,0,0,0,0,VBZ
1898,ENTY,What,ROOT,0,1,0,0,0,VBP
1899,ENTY,What,ROOT,0,0,0,0,0,VBZ
1900,ENTY,What,ROOT,0,0,0,0,0,VBZ
1901,ENTY,What,ROOT,0,0,0,0,0,VBZ
1904,ENTY,What,np,1,0,0,0,0,VBZ
1905,ENTY,What,ROOT,1,0,0,0,0,VBD
1906,ENTY,What,np,0,1,0,0,0,VBZ
1909,ENTY,What,ROOT,1,0,0,0,0,VBZ
1910,ENTY,What,ROOT,0,0,0,0,0,NN
1913,ENTY,What,ROOT,0,0,1,0,0,VBZ
1915,ENTY,What,aux,0,0,0,0,0,NN
1917,ENTY,What,aux,0,0,0,0,0,VB
1919,ENTY,What,ROOT,1,0,0,0,0,VBZ
1920,ENTY,What,np,0,1,0,0,0,VBN
1924,ENTY,What,amod,1,0,0,0,0,VBD
1928,ENTY,What,np,0,0,0,0,0,VBZ
1930,ENTY,What,np,1,0,0,0,0,VBN
1931,ENTY,What,np,0,0,0,0,0,NNP
1934,ENTY,What,np,0,0,0,0,0,VBD
1935,ENTY,What,ROOT,1,0,0,0,0,VBZ
1937,ENTY,What,ROOT,0,0,0,0,0,VBZ
1939,ENTY,What,np,1,0,0,0,0,VB
1942,ENTY,What,aux,0,0,0,0,1,VB
1946,ENTY,What,np,0,0,0,0,0,VBP
1947,ENTY,Which,ROOT,0,0,0,0,0,VBZ
1950,ENTY,What,ROOT,0,0,0,0,0,VBZ
1951,ENTY,What,aux,0,0,0,0,0,VB
1952,ENTY,What,ROOT,0,0,0,0,0,VBZ
1957,ENTY,What,ROOT,0,1,0,0,0,VBZ
1958,ENTY,What,ROOT,1,0,0,0,0,VBD
1960,ENTY,What,ROOT,0,0,0,0,0,VBZ
1966,ENTY,What,ROOT,0,0,0,0,0,VBP
1968,ENTY,How,aux,0,0,1,0,0,VB
1969,ENTY,What,auxpass,0,0,0,0,0,VBN
1970,ENTY,What,ROOT,0,0,0,0,0,VBZ
1971,ENTY,What,ROOT,1,0,0,0,0,VBZ
1975,ENTY,What,ROOT,0,0,0,0,0,VBZ
1982,ENTY,What,ROOT,0,0,0,0,0,VBP
1983,ENTY,What,np,0,1,0,0,0,NNS
1984,ENTY,What,auxpass,0,0,0,0,0,VBN
1986,ENTY,What,np,0,0,0,0,0,VBP
1987,ENTY,What,np,0,0,0,0,1,VBZ
1990,ENTY,What,ROOT,1,0,0,1,1,VBZ
1991,ENTY,What,np,0,1,0,0,0,NN
1993,ENTY,What,np,1,0,0,0,0,VBN
2000,ENTY,What,np,0,0,0,0,0,VBZ
2004,ENTY,What,np,1,0,0,0,0,VB
2006,ENTY,What,ROOT,1,0,0,0,0,VBD
2009,ENTY,What,auxpass,1,0,0,0,0,VBN
2011,ENTY,What,np,1,0,0,0,0,VBD
2012,ENTY,What,ROOT,0,0,0,0,0,VBZ
2013,ENTY,What,np,0,0,0,0,0,VBZ
2015,ENTY,How,aux,0,0,1,0,1,VB
2016,ENTY,What,ROOT,1,0,0,0,0,VBD
2018,ENTY,What,np,1,0,0,0,0,VBZ
2019,ENTY,What,np,1,0,0,0,0,VBD
2022,ENTY,What,np,0,0,0,0,0,VBN
2023,ENTY,What,ROOT,0,0,0,0,0,VBZ
2025,ENTY,What,ROOT,0,0,0,0,0,VBD
2026,ENTY,What,np,0,0,0,1,0,VBD
2028,ENTY,What,auxpass,0,1,0,0,0,VBN
2030,ENTY,What,ROOT,0,0,0,0,0,VBD
2032,ENTY,What,ROOT,0,0,0,0,0,VBZ
